time,fa_swc_20,fa_swc_40,fa_swc_100,g2e_swc_20,g2e_swc_40,g2e_swc_100,crop_swc_20,crop_swc_40,crop_swc_100,syntropic_swc_20,syntropic_swc_40,syntropic_swc_100,fa_iso_20,fa_iso_40,fa_iso_100,g2e_iso_20,g2e_iso_40,g2e_iso_100,crop_iso_20,crop_iso_40,crop_iso_100,syntropic_iso_20,syntropic_iso_40,syntropic_iso_100
2021/3/25,0.179276389,0.155842361,0.213144792,0.220148958,0.148701736,0.125469097,0.241765625,0.296114583,0.346317708,0.215619792,0.246098958,0.352067708,,,,,,,,,,,,
2021/3/26,0.175077778,0.155115972,0.213097222,0.217043403,0.148004167,0.125203819,0.23834375,0.295455729,0.346489583,0.212416667,0.244411458,0.352005208,,,,,,,,,,,,
2021/3/27,0.173369444,0.154225,0.21293125,0.215078819,0.147303472,0.124846875,0.238916667,0.29509375,0.3465,0.212479167,0.243447917,0.352135417,,,,,,,,,,,,
2021/3/28,0.177297222,0.153792361,0.212881597,0.216966667,0.146653472,0.124504167,0.24296875,0.295778646,0.3465,0.217609375,0.245734375,0.352130208,,,,,,,,,,,,
2021/3/29,0.176382639,0.153734375,0.213071181,0.215565278,0.146213194,0.124036806,0.239442708,0.295768229,0.3465,0.215229167,0.245072917,0.352875,-57.73575815,-77.24116227,-80.17431508,-61.79364741,-83.04767248,-72.65547792,,,,,,
2021/3/30,0.173603125,0.153429514,0.213185069,0.212853819,0.145834028,0.1237125,0.235286458,0.29540625,0.346708333,0.212125,0.244036458,0.353848958,,,,,,,-57.73620894,-90.58140838,-9999,-65.1322376,-94.32485543,-9999
2021/3/31,0.170028125,0.152904861,0.213167361,0.209655556,0.145479514,0.123427083,0.230385417,0.295002604,0.347427083,0.208010417,0.242479167,0.354723958,,,,,,,,,,,,
2021/4/1,0.166391667,0.152211806,0.213005208,0.206648611,0.145082639,0.123129861,0.226234375,0.294359375,0.347630208,0.2041875,0.240817708,0.355401042,,,,,,,,,,,,
2021/4/2,0.163031597,0.151375,0.212750694,0.203969097,0.144603819,0.122853125,0.223333333,0.293583333,0.34825,0.20109375,0.239375,0.355536458,,,,,,,,,,,,
2021/4/3,0.159929167,0.150399653,0.212418056,0.201514236,0.144127431,0.122577778,0.219666667,0.292195312,0.348546875,0.197984375,0.237869792,0.355109375,,,,,,,,,,,,
2021/4/4,0.15715,0.149362847,0.211855903,0.199316667,0.143633681,0.122318056,0.216567708,0.290427083,0.348536458,0.195161458,0.236302083,0.353994792,,,,,,,,,,,,
2021/4/5,0.155461458,0.148283681,0.211269444,0.197465972,0.143222222,0.122028819,0.216223958,0.288796875,0.347994792,0.193911458,0.234463542,0.353057292,,,,,,,,,,,,
2021/4/6,0.155596181,0.147308681,0.210661111,0.195898264,0.142743056,0.121728125,0.221229167,0.287934896,0.347463542,0.196973958,0.234135417,0.35165625,,,,,,,,,,,,
2021/4/7,0.15500625,0.146547917,0.210105556,0.194699306,0.142301042,0.121406597,0.220484375,0.287179687,0.346744792,0.19678125,0.234145833,0.350510417,,,,,,,,,,,,
2021/4/8,0.154231944,0.145823958,0.209540972,0.193677083,0.141951736,0.12116875,0.219697917,0.286744792,0.346307292,0.195994792,0.233989583,0.349630208,,,,,,,,,,,,
2021/4/9,0.153058681,0.145192361,0.209071528,0.192463889,0.141648958,0.120918403,0.21746875,0.286518229,0.345963542,0.194515625,0.233458333,0.349359375,,,,,,,,,,,,
2021/4/10,0.152638542,0.144626042,0.208635417,0.191659375,0.141715278,0.120862153,0.216536458,0.285890625,0.345552083,0.193635417,0.232578125,0.349380208,,,,,,,,,,,,
2021/4/11,0.15341875,0.144111111,0.208212847,0.190599653,0.142036111,0.120926736,0.217578125,0.285783854,0.345697917,0.194911458,0.232255208,0.349203125,,,,,,,,,,,,
2021/4/12,0.153152778,0.143688889,0.207869097,0.189264583,0.141827431,0.120745139,0.216135417,0.286411458,0.345958333,0.193895833,0.231984375,0.350026042,,,,,,,,,,,,
2021/4/13,0.152311806,0.143201736,0.207506597,0.188040972,0.141554514,0.120608681,0.215286458,0.285877604,0.346145833,0.192578125,0.231505208,0.350026042,,,,,,,,,,,,
2021/4/14,0.151052778,0.142678819,0.207190278,0.186585764,0.141268056,0.120461111,0.212635417,0.285138021,0.346088542,0.19040625,0.230572917,0.349442708,,,,,,,,,,,,
2021/4/15,0.149739236,0.142194792,0.206835764,0.18520625,0.140989583,0.120288194,0.210255208,0.283947917,0.346052083,0.188119792,0.229619792,0.349052083,,,,,,,,,,,,
2021/4/16,0.149236458,0.141791319,0.206483333,0.183904861,0.140812847,0.120092014,0.211385417,0.282888021,0.345703125,0.188484375,0.228463542,0.348239583,,,,,,,,,,,,
2021/4/17,0.148945833,0.141407986,0.206148611,0.182569792,0.140613889,0.119894792,0.212135417,0.282895833,0.345552083,0.188536458,0.227755208,0.348067708,,,,,,,,,,,,
2021/4/18,0.168394444,0.141277431,0.205950347,0.181534375,0.140521528,0.119718403,0.230119792,0.284,0.3455625,0.196369792,0.228197917,0.348453125,,,,,,,,,,,,
2021/4/19,0.188746528,0.142530903,0.206563542,0.181021181,0.140480556,0.119601389,0.238416667,0.287166667,0.345703125,0.205927083,0.232385417,0.348515625,,,,,,,,,,,,
2021/4/20,0.199485069,0.145126389,0.208293403,0.182368403,0.140372222,0.119497917,0.236057292,0.289427083,0.346041667,0.208291667,0.235833333,0.349151042,,,,,,,,,,,,
2021/4/21,0.194813194,0.147965625,0.210619097,0.183907986,0.140215972,0.119409375,0.229286458,0.290213542,0.346317708,0.204541667,0.236208333,0.350291667,,,,,,,,,,,,
2021/4/22,0.188092014,0.149645139,0.212749653,0.183524306,0.140027083,0.119282639,0.223333333,0.290041667,0.346645833,0.19990625,0.235322917,0.350932292,,,,,,,,,,,,
2021/4/23,0.182791667,0.150301042,0.214242708,0.182726736,0.139785417,0.119139931,0.220807292,0.289346354,0.346880208,0.197109375,0.234166667,0.35103125,,,,,,,,,,,,
2021/4/24,0.177552778,0.150470833,0.215242014,0.181540278,0.139543403,0.118974653,0.216645833,0.288617187,0.347197917,0.193848958,0.232947917,0.351052083,,,,,,,,,,,,
2021/4/25,0.172649306,0.150315278,0.215759375,0.180174653,0.139336806,0.1188125,0.212286458,0.287716146,0.3471875,0.190296875,0.2314375,0.351078125,,,,,,,,,,,,
2021/4/26,0.168347569,0.149904514,0.215982986,0.178535417,0.13911875,0.118632292,0.208041667,0.286210938,0.347104167,0.187057292,0.229848958,0.35059375,,,,,,,,,,,,
2021/4/27,0.164555208,0.149389236,0.215994792,0.176132986,0.138920833,0.118470833,0.203671875,0.284393229,0.346625,0.18390625,0.228239583,0.349692708,-41.21218563,-67.53859731,-83.09178444,-44.00192481,-77.17242138,-78.60893647,,,,,,
2021/4/28,0.1611375,0.148767708,0.215872917,0.172439236,0.138743403,0.118259722,0.198203125,0.283458333,0.346208333,0.180583333,0.226713542,0.349546875,,,,,,,-48.41687434,-88.4200742,-9999,-56.54957218,-88.18968072,-9999
2021/4/29,0.158809375,0.148110417,0.215632639,0.169918403,0.138606944,0.118111458,0.194953125,0.282484375,0.346239583,0.177713542,0.225026042,0.349661458,,,,,,,,,,,,
2021/4/30,0.15803125,0.147478472,0.215369097,0.168685764,0.138672917,0.118004861,0.196786458,0.281710938,0.346276042,0.177505208,0.223671875,0.349942708,,,,,,,,,,,,
2021/5/1,0.156547569,0.146857986,0.215094792,0.166977778,0.138629167,0.117895486,0.196984375,0.280940104,0.346234375,0.177291667,0.222505208,0.349739583,,,,,,,,,,,,
2021/5/2,0.157910069,0.146255556,0.214790278,0.165685417,0.138698264,0.117779167,0.199541667,0.280440104,0.346265625,0.177026042,0.221395833,0.349807292,,,,,,,,,,,,
2021/5/3,0.197349653,0.146793403,0.214892014,0.165249306,0.138614236,0.117687847,0.253682292,0.283010417,0.34628125,0.211916667,0.22440625,0.349635417,,,,,,,,,,,,
2021/5/4,0.196779167,0.149281944,0.216643403,0.167384375,0.138491319,0.117575347,0.241536458,0.286864583,0.346322917,0.212260417,0.2315,0.349057292,,,,,,,,,,,,
2021/5/5,0.191384722,0.151090625,0.218647569,0.168917014,0.138353472,0.117403819,0.232442708,0.287460938,0.346307292,0.208453125,0.233651042,0.348744792,,,,,,,,,,,,
2021/5/6,0.186939931,0.151922222,0.220072222,0.169358333,0.138221875,0.117276736,0.225604167,0.287158854,0.346296875,0.2049375,0.233932292,0.348541667,,,,,,,,,,,,
2021/5/7,0.187065972,0.152507639,0.221110764,0.169855903,0.138092708,0.117175694,0.224645833,0.286872396,0.346197917,0.203770833,0.233453125,0.348411458,,,,,,,,,,,,
2021/5/8,0.188589236,0.153314236,0.222221181,0.169807639,0.137946528,0.117071181,0.229453125,0.287484375,0.345848958,0.208020833,0.234963542,0.34828125,,,,,,,,,,,,
2021/5/9,0.184600694,0.153713194,0.223094097,0.168464583,0.137869097,0.116949306,0.222307292,0.287526042,0.345567708,0.204348958,0.23475,0.347776042,,,,,,,,,,,,
2021/5/10,0.177992708,0.153568403,0.223577083,0.165760417,0.137879861,0.116826389,0.210859375,0.287598958,0.346104167,0.197755208,0.232932292,0.347864583,,,,,,,,,,,,
2021/5/11,0.170288194,0.152851389,0.223549653,0.161141667,0.137859028,0.116776736,0.198411458,0.287278646,0.346567708,0.190473958,0.230161458,0.348572917,,,,,,,,,,,,
2021/5/12,0.163328819,0.151791319,0.223208681,0.156916319,0.137813542,0.116724653,0.19071875,0.286770833,0.347489583,0.184208333,0.227421875,0.349333333,,,,,,,,,,,,
2021/5/13,0.162836111,0.150719097,0.222790972,0.156069792,0.137671181,0.116722569,0.192802083,0.285450521,0.348239583,0.183817708,0.225479167,0.349703125,,,,,,,,,,,,
2021/5/14,0.16551875,0.150200347,0.222542361,0.156047569,0.137500694,0.11665625,0.202796875,0.284921875,0.348557292,0.190895833,0.224942708,0.349828125,,,,,,,,,,,,
2021/5/15,0.164157986,0.149534722,0.222146528,0.15430625,0.137262153,0.116516319,0.20303125,0.285184896,0.34871875,0.192177083,0.225734375,0.349052083,,,,,,,,,,,,
2021/5/16,0.161727431,0.148662847,0.221394792,0.151771181,0.137109375,0.116320139,0.203635417,0.284695313,0.348661458,0.197609375,0.226296875,0.348223958,,,,,,,,,,,,
2021/5/17,0.158551736,0.147619444,0.220494097,0.148474306,0.136906597,0.116180903,0.20021875,0.284447917,0.348708333,0.196869792,0.2271875,0.34740625,,,,,,,,,,,,
2021/5/18,0.154777431,0.146473264,0.219406944,0.144542014,0.136731597,0.116028472,0.195854167,0.284135417,0.34871875,0.193473958,0.226598958,0.346552083,-52.46935594,-65.71719368,-75.86436328,-51.80133609,-78.26732662,-81.37634896,,,,,,
2021/5/19,0.150992361,0.14520625,0.218153819,0.139740278,0.136482292,0.115854167,0.190473958,0.282666667,0.348760417,0.189697917,0.225385417,0.345453125,,,,,,,-46.54846696,-77.49076398,-9999,-52.29904485,-82.81291171,-9999
2021/5/20,0.147084028,0.143775694,0.216510764,0.133499653,0.136235764,0.115603472,0.184635417,0.281544271,0.34871875,0.185432292,0.223515625,0.343979167,,,,,,,,,,,,
2021/5/21,0.142953125,0.142127778,0.214694792,0.125750347,0.13594375,0.115326736,0.17665625,0.280346354,0.348770833,0.180776042,0.221291667,0.342427083,,,,,,,,,,,,
2021/5/22,0.138739931,0.140344792,0.212622222,0.119678819,0.135659722,0.115026389,0.168619792,0.279177083,0.348671875,0.17584375,0.218734375,0.34146875,,,,,,,,,,,,
2021/5/23,0.137529514,0.138857639,0.210878819,0.116533333,0.135346181,0.114791319,0.165661458,0.277768229,0.348703125,0.173484375,0.216557292,0.340979167,,,,,,,,,,,,
2021/5/24,0.137937847,0.137304167,0.209065625,0.113232292,0.135065278,0.114588889,0.162239583,0.276632813,0.348703125,0.172692708,0.21446875,0.339723958,,,,,,,,,,,,
2021/5/25,0.1354125,0.135618056,0.206754167,0.109573958,0.134849306,0.114353125,0.157598958,0.275515625,0.34859375,0.171286458,0.212005208,0.338817708,,,,,,,,,,,,
2021/5/26,0.133286458,0.134195486,0.204471181,0.106288889,0.134560417,0.114097569,0.15378125,0.274294271,0.348729167,0.169583333,0.209989583,0.338177083,,,,,,,,,,,,
2021/5/27,0.131502778,0.133028819,0.202761458,0.103608333,0.134250694,0.113895486,0.150791667,0.273627604,0.348723958,0.167833333,0.208223958,0.337541667,,,,,,,,,,,,
2021/5/28,0.129705556,0.131945139,0.201130208,0.101403125,0.133964236,0.113685417,0.148817708,0.271903646,0.348640625,0.166072917,0.206536458,0.336942708,,,,,,,,,,,,
2021/5/29,0.127734028,0.130845833,0.199536458,0.099114931,0.13365625,0.113468403,0.1463125,0.270796875,0.348739583,0.16453125,0.20484375,0.33625,,,,,,,,,,,,
2021/5/30,0.125048264,0.129367361,0.19774375,0.096143403,0.133243056,0.11313125,0.13940625,0.269557292,0.348536458,0.161161458,0.202916667,0.334598958,,,,,,,,,,,,
2021/5/31,0.121713684,0.127549825,0.195683158,0.092988889,0.132796528,0.112777083,0.129901042,0.267973958,0.348067708,0.156390625,0.200401042,0.33271875,,,,,,,,,,,,
2021/6/1,0.118064236,0.125656944,0.193462847,0.090075,0.132311111,0.112420486,0.120302083,0.266229167,0.347744792,0.151609375,0.197708333,0.331213542,,,,,,,,,,,,
2021/6/2,0.114238194,0.123639583,0.191095139,0.087657292,0.131821875,0.111983333,0.111057292,0.264927083,0.347953125,0.146994792,0.194963542,0.329677083,,,,,,,,,,,,
2021/6/3,0.109497222,0.121082639,0.188391667,0.085272917,0.131264931,0.111578472,0.100140625,0.263890625,0.348328125,0.138984375,0.191578125,0.32771875,,,,,,,,,,,,
2021/6/4,0.106110764,0.119233333,0.185846181,0.083850694,0.130867014,0.111369792,0.093994792,0.262434896,0.34865625,0.13384375,0.188276042,0.326479167,,,,,,,,,,,,
2021/6/5,0.102851736,0.117350694,0.18366875,0.083582986,0.130442708,0.111098611,0.089895833,0.260611979,0.348572917,0.129463542,0.185578125,0.325338542,,,,,,,,,,,,
2021/6/6,0.097174306,0.114187153,0.180619792,0.082520139,0.129919792,0.110581944,0.08215625,0.25915625,0.348677083,0.122328125,0.18196875,0.323317708,,,,,,,,,,,,
2021/6/7,0.09153125,0.111089931,0.177370486,0.080928125,0.129306944,0.11004375,0.075625,0.256950521,0.348880208,0.116526042,0.178265625,0.3211875,,,,,,,,,,,,
2021/6/8,0.08621875,0.108157639,0.1742,0.079286111,0.128684028,0.109556944,0.070286458,0.254841146,0.349067708,0.11121875,0.174447917,0.319307292,,,,,,,,,,,,
2021/6/9,0.081172917,0.105199306,0.1711125,0.077835069,0.12804375,0.109056597,0.066171875,0.25253125,0.349359375,0.1063125,0.17078125,0.317203125,,,,,,,,,,,,
2021/6/10,0.076150347,0.101853125,0.168015278,0.076570486,0.127431944,0.108523611,0.062630208,0.250153646,0.34990625,0.102932292,0.167333333,0.315791667,,,,,,,,,,,,
2021/6/11,0.071384028,0.098339583,0.164840625,0.075449653,0.126930208,0.108046528,0.059953125,0.247057292,0.350020833,0.102802083,0.165489583,0.31553125,,,,,,,,,,,,
2021/6/12,0.068539931,0.095891319,0.162070139,0.074604861,0.126614236,0.107756597,0.058359375,0.245192708,0.350083333,0.102328125,0.163895833,0.316453125,,,,,,,,,,,,
2021/6/13,0.067405903,0.094281944,0.159799653,0.074406597,0.126259722,0.107584722,0.057817708,0.2430625,0.350536458,0.102098958,0.1624375,0.316713542,,,,,,,,,,,,
2021/6/14,0.065046181,0.091594097,0.157159028,0.074339236,0.125825,0.107163194,0.057208333,0.240440104,0.350270833,0.102197917,0.160942708,0.316166667,,,,,,,,,,,,
2021/6/15,0.062440972,0.088553472,0.1542625,0.074227431,0.125521181,0.106613889,0.0565,0.237716146,0.350052083,0.102078125,0.159859375,0.316036458,-39.87934849,-58.10511714,-72.11331347,-41.13894149,-75.80490211,-69.76925289,,,,,,
2021/6/16,0.060062847,0.085427083,0.151305556,0.073724653,0.125132292,0.106096528,0.05546875,0.235057292,0.350046875,0.101854167,0.158489583,0.316416667,,,,,,,-43.17815845,-81.87786979,-9999,-40.71292983,-74.79213124,-9999
2021/6/17,0.0573625,0.081227083,0.147813542,0.073312847,0.124754167,0.105412847,0.054229167,0.232203125,0.350041667,0.101291667,0.15734375,0.3166875,,,,,,,,,,,,
2021/6/18,0.05485625,0.077035764,0.143936806,0.072647222,0.124313194,0.104651389,0.052677083,0.229338542,0.350052083,0.099979167,0.155671875,0.317171875,,,,,,,,,,,,
2021/6/19,0.052769097,0.0733375,0.139917361,0.071895833,0.123782292,0.103971528,0.051098958,0.227135417,0.35046875,0.098135417,0.153916667,0.317536458,,,,,,,,,,,,
2021/6/20,0.051046528,0.070103819,0.135760764,0.071261111,0.123163889,0.103344444,0.049979167,0.224276042,0.351140625,0.095875,0.152135417,0.317682292,,,,,,,,,,,,
2021/6/21,0.049561111,0.067405903,0.131490278,0.070646875,0.122507639,0.102659028,0.048932292,0.221898437,0.35153125,0.0933125,0.1499375,0.317666667,,,,,,,,,,,,
2021/6/22,0.048743056,0.066262847,0.128411458,0.069885069,0.121832639,0.102235417,0.047541667,0.220473958,0.351802083,0.091635417,0.147958333,0.317958333,,,,,,,,,,,,
2021/6/23,0.048199306,0.065438194,0.125926042,0.069299653,0.120957292,0.101777431,0.046427083,0.217789062,0.351947917,0.090072917,0.1459375,0.316895833,,,,,,,,,,,,
2021/6/24,0.047832986,0.064404861,0.123132639,0.069116667,0.120218403,0.101250347,0.046166667,0.215835937,0.351838542,0.089,0.144140625,0.315734375,,,,,,,,,,,,
2021/6/25,0.047647917,0.063620486,0.120944444,0.069335764,0.119583333,0.100807292,0.04621875,0.21446875,0.351265625,0.088416667,0.142791667,0.314645833,,,,,,,,,,,,
2021/6/26,0.047100694,0.062023611,0.117959375,0.069607292,0.118967361,0.100113194,0.0465,0.212971354,0.350760417,0.086828125,0.140989583,0.313348958,,,,,,,,,,,,
2021/6/27,0.046242014,0.059976389,0.114618403,0.069588194,0.118376736,0.099293403,0.046276042,0.211065104,0.350307292,0.084333333,0.138619792,0.311255208,,,,,,,,,,,,
2021/6/28,0.045424306,0.058118403,0.111581944,0.069425347,0.117805208,0.098420486,0.04603125,0.209028646,0.349947917,0.081541667,0.135770833,0.309203125,,,,,,,,,,,,
2021/6/29,0.046309722,0.056494444,0.108747917,0.069226736,0.117188889,0.097560764,0.045713542,0.207544271,0.349578125,0.079421875,0.133197917,0.307432292,,,,,,,,,,,,
2021/6/30,0.134876042,0.072881597,0.107825694,0.150559375,0.116837153,0.097200347,0.166864583,0.212434896,0.3496875,0.174203125,0.169875,0.307286458,,,,,,,,,,,,
2021/7/1,0.189704514,0.082926042,0.108889583,0.234247917,0.120264236,0.097035069,0.256541667,0.240010417,0.3498125,0.248822917,0.2380625,0.307515625,,,,,,,,,,,,
2021/7/2,0.177538889,0.082514236,0.110451736,0.228327778,0.142323264,0.096779861,0.24403125,0.254473958,0.349645833,0.241020833,0.241901042,0.306447917,,,,,,,,,,,,
2021/7/3,0.146076736,0.080713194,0.111635764,0.218522917,0.146214236,0.096407292,0.226484375,0.257385417,0.349520833,0.226692708,0.239567708,0.305515625,,,,,,,,,,,,
2021/7/4,0.123629167,0.078767708,0.112561458,0.212043056,0.146684722,0.096498264,0.214166667,0.257161458,0.349140625,0.216052083,0.237234375,0.304953125,,,,,,,,,,,,
2021/7/5,0.110752431,0.077305556,0.113288542,0.206661458,0.146573264,0.097235417,0.204302083,0.256648438,0.348880208,0.20678125,0.23453125,0.304557292,,,,,,,,,,,,
2021/7/6,0.101369792,0.075467361,0.113712153,0.202102778,0.146129514,0.097833333,0.195854167,0.255606771,0.348770833,0.197817708,0.231776042,0.30390625,,,,,,,,,,,,
2021/7/7,0.095142361,0.074970139,0.114270486,0.202266319,0.145765972,0.098430903,0.20159375,0.254916667,0.348708333,0.200098958,0.230494792,0.304,,,,,,,,,,,,
2021/7/8,0.093184722,0.075094097,0.114839931,0.206811806,0.145511458,0.098941667,0.208203125,0.255151042,0.348791667,0.205213542,0.232979167,0.304140625,,,,,,,,,,,,
2021/7/9,0.099472222,0.075057986,0.115191319,0.208582986,0.145498611,0.099335764,0.213364583,0.255786458,0.348083333,0.207510417,0.233890625,0.304015625,,,,,,,,,,,,
2021/7/10,0.112496875,0.073895833,0.114779514,0.213474653,0.145703819,0.099716667,0.221515625,0.257533854,0.347916667,0.211536458,0.236229167,0.303536458,,,,,,,,,,,,
2021/7/11,0.099579861,0.07150625,0.113623958,0.209218056,0.145860069,0.100085069,0.210901042,0.258520833,0.3476875,0.201776042,0.233854167,0.302072917,,,,,,,,,,,,
2021/7/12,0.089335417,0.069828472,0.112588542,0.203698958,0.145695486,0.100453125,0.201598958,0.257799479,0.347484375,0.193161458,0.230338542,0.301515625,,,,,,,-41.94524405,-56.40023906,-63.32889087,-45.97930055,-52.58554122,-63.20336325
2021/7/13,0.08168125,0.067842014,0.110973264,0.198978246,0.145306667,0.100836491,0.193067708,0.257028646,0.347052083,0.18346875,0.226515625,0.300484375,-46.51779089,-53.78428999,-74.29131371,-49.76025293,-46.57115617,-57.69610445,,,,,,
2021/7/14,0.076399653,0.066694792,0.109946181,0.195655903,0.144931944,0.101195486,0.192135417,0.256015625,0.347015625,0.17821875,0.2228125,0.299390625,,,,,,,,,,,,
2021/7/15,0.072213889,0.065387847,0.108448611,0.193975347,0.144568056,0.101515278,0.190973958,0.255645833,0.347140625,0.17459375,0.219854167,0.29890625,,,,,,,,,,,,
2021/7/16,0.067084375,0.063394792,0.106434722,0.191442708,0.144190972,0.101861806,0.184828125,0.254825521,0.347104167,0.165567708,0.215890625,0.297578125,,,,,,,,,,,,
2021/7/17,0.062863194,0.061807639,0.104473611,0.189495486,0.143853472,0.102160069,0.186333333,0.253989583,0.347125,0.162166667,0.211890625,0.296708333,,,,,,,,,,,,
2021/7/18,0.058379514,0.059607986,0.101980556,0.187824653,0.143449653,0.102483333,0.18153125,0.253122396,0.34725,0.1555625,0.207578125,0.295203125,,,,,,,,,,,,
2021/7/19,0.054906944,0.057798264,0.099498264,0.183411806,0.143025694,0.102784375,0.173947917,0.251898438,0.346979167,0.145848958,0.202848958,0.293671875,,,,,,,,,,,,
2021/7/20,0.052580556,0.056496875,0.097325347,0.179995139,0.142518056,0.103021528,0.167015625,0.250289063,0.346567708,0.137005208,0.198,0.291744792,,,,,,,,,,,,
2021/7/21,0.050882639,0.055371528,0.095271528,0.177179514,0.142024306,0.103178472,0.160661458,0.248552083,0.346098958,0.128895833,0.193239583,0.289489583,,,,,,,,,,,,
2021/7/22,0.049576389,0.054358333,0.093305903,0.174418403,0.141620833,0.103301042,0.155619792,0.247197917,0.345328125,0.122791667,0.188890625,0.287609375,,,,,,,,,,,,
2021/7/23,0.048369792,0.053353472,0.091252083,0.171396528,0.141231944,0.103416319,0.150828125,0.246119792,0.34490625,0.118057292,0.184734375,0.286666667,,,,,,,,,,,,
2021/7/24,0.047084722,0.052107986,0.089016319,0.167168403,0.140821181,0.103563542,0.143598958,0.244716146,0.344630208,0.111390625,0.179958333,0.2846875,,,,,,,,,,,,
2021/7/25,0.045882639,0.050888542,0.086747569,0.161050347,0.140452778,0.103644792,0.134145833,0.243065104,0.34415625,0.102557292,0.17365625,0.282125,,,,,,,,,,,,
2021/7/26,0.044983333,0.050029514,0.084751042,0.155618056,0.140056597,0.103777083,0.125880208,0.241763021,0.34396875,0.095786458,0.167916667,0.280380208,,,,,,,,,,,,
2021/7/27,0.044060417,0.049127083,0.082659375,0.149442456,0.139715439,0.103857193,0.116057292,0.240442708,0.343958333,0.088734375,0.1611875,0.2785,,,,,,,,,,,,
2021/7/28,0.043236111,0.048423264,0.080885417,0.144254861,0.139317708,0.103945139,0.1075625,0.238203125,0.344020833,0.083151042,0.154255208,0.276692708,,,,,,,,,,,,
2021/7/29,0.042607986,0.047784722,0.079209375,0.138814612,0.138761644,0.103938356,0.100317708,0.235963542,0.343895833,0.078744792,0.147442708,0.274614583,,,,,,,,,,,,
2021/7/30,0.041861458,0.04705625,0.077488542,0.134184815,0.138305556,0.103915926,0.091802083,0.233117188,0.343270833,0.074208333,0.139802083,0.271697917,,,,,,,,,,,,
2021/7/31,0.041284722,0.046368056,0.075848611,0.129247569,0.137790278,0.103834375,0.083802083,0.229895833,0.342520833,0.07040625,0.131921875,0.268484375,,,,,,,,,,,,
2021/8/1,0.040823611,0.045898958,0.074463542,0.125073611,0.137255208,0.103761806,0.078182292,0.227528646,0.342078125,0.067854167,0.124979167,0.266276042,,,,,,,,,,,,
2021/8/2,0.040477431,0.045513194,0.073269792,0.121930903,0.136735417,0.103689931,0.074359375,0.225195312,0.341447917,0.066213542,0.119255208,0.264526042,,,,,,,,,,,,
2021/8/3,0.040085764,0.045081597,0.072072917,0.1184125,0.136222917,0.103589931,0.070822917,0.222440104,0.3411875,0.064135417,0.113869792,0.262791667,,,,,,,,,,,,
2021/8/4,0.04018125,0.045300694,0.071801389,0.116025347,0.135826389,0.10354375,0.0693125,0.2206875,0.340453125,0.063755208,0.11040625,0.261739583,,,,,,,,,,,,
2021/8/5,0.040089931,0.044996875,0.070883333,0.114401042,0.135521875,0.103503819,0.068744792,0.218942708,0.340359375,0.0634375,0.107510417,0.261015625,,,,,,,,,,,,
2021/8/6,0.039995833,0.044684722,0.069877431,0.112653472,0.13514375,0.103445486,0.067479167,0.217231771,0.33965625,0.062671875,0.104213542,0.260020833,,,,,,,,,,,,
2021/8/7,0.039909375,0.044402431,0.068841319,0.11024375,0.134624306,0.103347222,0.0656875,0.215127604,0.33925,0.061458333,0.100526042,0.258291667,,,,,,,,,,,,
2021/8/8,0.039763889,0.044120833,0.067850347,0.107494444,0.133940278,0.103312153,0.063578125,0.212669271,0.338755208,0.060473958,0.096765625,0.256651042,,,,,,,,,,,,
2021/8/9,0.039479861,0.043783333,0.066847569,0.104648611,0.133128819,0.103224653,0.060963542,0.210195312,0.338526042,0.059098958,0.093,0.254630208,,,,,,,,,,,,
2021/8/10,0.039335417,0.043448958,0.066107292,0.102123958,0.132464236,0.103165278,0.059265625,0.207955729,0.337979167,0.058192708,0.090083333,0.253213542,,,,,,,,,,,,
2021/8/11,0.039254167,0.043226042,0.065524306,0.100398551,0.132063285,0.103101932,0.057875,0.206070312,0.337515625,0.057385417,0.087822917,0.25215625,,,,,,,-31.3101884,-51.77231649,-58.10335353,-30.84759689,-52.48699695,-64.78865423
2021/8/12,0.039000347,0.042959375,0.064803819,0.097283333,0.130846667,0.102886,0.056109375,0.203703125,0.33690625,0.056276042,0.085401042,0.250395833,-37.91628206,-48.98271401,-56.41547658,-36.79481736,-50.72432735,-60.82908952,,,,,,
2021/8/13,0.038820486,0.042641667,0.063989931,0.095528125,0.130402778,0.102787153,0.054276042,0.201473958,0.336286458,0.055677083,0.083239583,0.24884375,,,,,,,,,,,,
2021/8/14,0.038654514,0.042360417,0.063260764,0.093117708,0.129669097,0.102652778,0.052645833,0.199596354,0.335703125,0.054901042,0.0813125,0.247114583,,,,,,,,,,,,
2021/8/15,0.038391667,0.042137847,0.062521875,0.090610764,0.128960764,0.102550694,0.050791667,0.19790625,0.3354375,0.053833333,0.079401042,0.246223958,,,,,,,,,,,,
2021/8/16,0.038142361,0.041918056,0.061882292,0.088402778,0.128199306,0.102417361,0.049291667,0.195955729,0.335151042,0.05296875,0.07778125,0.244890625,,,,,,,,,,,,
2021/8/17,0.037892361,0.041756944,0.061420486,0.086424653,0.127646528,0.102285069,0.048109375,0.194494792,0.334869792,0.052213542,0.076369792,0.244317708,,,,,,,,,,,,
2021/8/18,0.037686111,0.041587847,0.061027431,0.084871181,0.126938542,0.102145833,0.047270833,0.192479167,0.334255208,0.051546875,0.07484375,0.243328125,,,,,,,,,,,,
